PhotonEnergy_eV,GrazingAlpha_deg,DiffractionEfficiency,ExitAngle_beta_deg
510.0000,4.000000,0.173908,5.058324
515.0000,4.000000,0.170154,5.049113
520.0000,4.000000,0.166337,5.040063
525.0000,4.000000,0.162458,5.031170
530.0000,4.000000,0.158526,5.022429
535.0000,4.000000,0.154560,5.013837
540.0000,4.000000,0.150555,5.005390
545.0000,4.000000,0.146531,4.997084
550.0000,4.000000,0.142487,4.988915
555.0000,4.000000,0.138438,4.980881
560.0000,4.000000,0.134388,4.972977
565.0000,4.000000,0.130356,4.965201
570.0000,4.000000,0.126339,4.957550
575.0000,4.000000,0.122323,4.950020
580.0000,4.000000,0.118321,4.942609
585.0000,4.000000,0.114329,4.935314
590.0000,4.000000,0.110363,4.928132
595.0000,4.000000,0.106424,4.921060
600.0000,4.000000,0.102523,4.914097
605.0000,4.000000,0.098664,4.907239
610.0000,4.000000,0.094853,4.900484
615.0000,4.000000,0.089875,4.893830
620.0000,4.000000,0.085635,4.887274
625.0000,4.000000,0.081622,4.880814
630.0000,4.000000,0.077764,4.874449
635.0000,4.000000,0.074035,4.868176
640.0000,4.000000,0.070434,4.861993
645.0000,4.000000,0.066956,4.855898
650.0000,4.000000,0.063603,4.849890
655.0000,4.000000,0.060393,4.843966
660.0000,4.000000,0.057258,4.838125
665.0000,4.000000,0.054184,4.832364
670.0000,4.000000,0.051181,4.826683
675.0000,4.000000,0.048238,4.821080
680.0000,4.000000,0.045380,4.815552
685.0000,4.000000,0.042602,4.810099
690.0000,4.000000,0.039920,4.804719
695.0000,4.000000,0.037326,4.799411
700.0000,4.000000,0.034830,4.794173
705.0000,4.000000,0.032429,4.789003
710.0000,4.000000,0.030123,4.783901
715.0000,4.000000,0.027916,4.778865
720.0000,4.000000,0.025800,4.773893
725.0000,4.000000,0.023785,4.768985
730.0000,4.000000,0.021862,4.764140
735.0000,4.000000,0.020036,4.759355
740.0000,4.000000,0.018307,4.754630
745.0000,4.000000,0.016672,4.749965
750.0000,4.000000,0.015130,4.745357
755.0000,4.000000,0.013680,4.740805
760.0000,4.000000,0.012319,4.736309
765.0000,4.000000,0.011047,4.731868
770.0000,4.000000,0.009861,4.727481
775.0000,4.000000,0.008759,4.723146
780.0000,4.000000,0.007739,4.718862
785.0000,4.000000,0.006799,4.714630
790.0000,4.000000,0.005938,4.710447
795.0000,4.000000,0.005153,4.706313
800.0000,4.000000,0.004440,4.702228
805.0000,4.000000,0.003797,4.698189
810.0000,4.000000,0.003220,4.694197
815.0000,4.000000,0.002706,4.690251
820.0000,4.000000,0.002254,4.686350
825.0000,4.000000,0.001860,4.682493
830.0000,4.000000,0.001523,4.678679
835.0000,4.000000,0.001240,4.674907
840.0000,4.000000,0.001009,4.671178
845.0000,4.000000,0.000826,4.667490
850.0000,4.000000,0.000689,4.663842
855.0000,4.000000,0.000596,4.660235
860.0000,4.000000,0.000543,4.656666
865.0000,4.000000,0.000528,4.653136
870.0000,4.000000,0.000549,4.649644
875.0000,4.000000,0.000601,4.646189
880.0000,4.000000,0.000684,4.642771
885.0000,4.000000,0.000795,4.639390
890.0000,4.000000,0.000930,4.636043
895.0000,4.000000,0.001087,4.632732
900.0000,4.000000,0.001262,4.629455
905.0000,4.000000,0.001451,4.626213
910.0000,4.000000,0.001651,4.623003
915.0000,4.000000,0.001846,4.619827
920.0000,4.000000,0.002015,4.616683
925.0000,4.000000,0.002236,4.613570
930.0000,4.000000,0.002466,4.610489
935.0000,4.000000,0.002700,4.607440
940.0000,4.000000,0.002938,4.604420
945.0000,4.000000,0.003176,4.601431
950.0000,4.000000,0.003413,4.598471
955.0000,4.000000,0.003648,4.595540
960.0000,4.000000,0.003879,4.592638
965.0000,4.000000,0.004104,4.589764
970.0000,4.000000,0.004322,4.586918
975.0000,4.000000,0.004531,4.584100
980.0000,4.000000,0.004731,4.581308
985.0000,4.000000,0.004919,4.578543
990.0000,4.000000,0.005095,4.575805
995.0000,4.000000,0.005258,4.573092
1000.0000,4.000000,0.005407,4.570405
